func_sexo;func_idade;func_racacor;func_escolaridade;func_uf;func_deficiencia;empresa_porte;empresa_setor;contrato_horastrabalho;contrato_salario;turnover_apos_1_ano
MASCULINO;32;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;PE;NAO;ATE 4;Agricultura;44;1670,57;SIM
FEMININO;27;AMARELA-BRANCA;MEDIO COMPLETO;MA;NAO;ATE 4;Serviços;44;3076,24;NAO
MASCULINO;33;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 100 A 249;Indústria;44;1390,13;NAO
MASCULINO;25;PRETA-PARDA;MEDIO COMPLETO;MA;NAO;DE 100 A 249;Construçao civil;44;2215,54;NAO
MASCULINO;20;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;ATE 4;Comércio;22;982,42;SIM
MASCULINO;31;SEM INFO;MEDIO COMPLETO;PE;NAO;DE 5 A 9;Serviços;44;997,99;NAO
MASCULINO;35;SEM INFO;SUPERIOR_COMPLETO;MA;NAO;DE 50 A 99;Comércio;44;1150;NAO
FEMININO;34;AMARELA-BRANCA;MEDIO COMPLETO;CE;NAO;DE 20 A 49;Indústria;44;406,8;NAO
FEMININO;38;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;BA;NAO;DE 250 A 499;Serviços;44;1439,28;SIM
MASCULINO;29;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 500 A 999;Indústria;44;998;NAO
MASCULINO;39;AMARELA-BRANCA;SUPERIOR_COMPLETO;BA;NAO;DE 50 A 99;Serviços;44;2260,81;SIM
MASCULINO;22;PRETA-PARDA;MEDIO COMPLETO;MA;NAO;DE 5 A 9;Comércio;44;1176,05;NAO
MASCULINO;33;AMARELA-BRANCA;SUPERIOR_COMPLETO;CE;NAO;DE 100 A 249;Serviços;40;8950,91;SIM
FEMININO;26;PRETA-PARDA;SUPERIOR_COMPLETO;AL;NAO;DE 5 A 9;Comércio;36;1191,58;NAO
FEMININO;34;SEM INFO;MEDIO COMPLETO;PE;NAO;DE 10 A 19;Serviços;44;1300;NAO
FEMININO;25;PRETA-PARDA;MEDIO COMPLETO;RN;NAO;DE 5 A 9;Serviços;44;998;NAO
FEMININO;32;PRETA-PARDA;MEDIO COMPLETO;RN;NAO;DE 100 A 249;Serviços;44;1557,72;NAO
MASCULINO;31;AMARELA-BRANCA;MEDIO COMPLETO;BA;NAO;DE 100 A 249;Agricultura;44;1193,1;NAO
MASCULINO;22;PRETA-PARDA;MEDIO COMPLETO;SE;NAO;ATE 4;Comércio;44;1040;NAO
MASCULINO;51;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;CE;NAO;1000 OU MAIS;Serviços;42;1088,32;NAO
MASCULINO;31;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;1000 OU MAIS;Serviços;44;1681,03;SIM
FEMININO;22;SEM INFO;SUPERIOR_COMPLETO;RN;NAO;DE 100 A 249;Serviços;40;1993,63;NAO
FEMININO;24;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 5 A 9;Comércio;44;1064,73;NAO
MASCULINO;40;PRETA-PARDA;MEDIO COMPLETO;PI;NAO;DE 20 A 49;Indústria;44;1089,21;NAO
MASCULINO;26;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 100 A 249;Comércio;44;1082,4;NAO
MASCULINO;29;SEM INFO;MEDIO COMPLETO;PE;NAO;DE 10 A 19;Comércio;44;1632,37;SIM
MASCULINO;20;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 20 A 49;Serviços;44;942,23;NAO
MASCULINO;45;AMARELA-BRANCA;ANALFABETO-FUND_INCOMPLETO;BA;NAO;ATE 4;Agricultura;44;1464,82;SIM
MASCULINO;25;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 5 A 9;Serviços;44;1511,01;SIM
MASCULINO;36;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;PI;NAO;DE 20 A 49;Construçao civil;44;1320;NAO
MASCULINO;27;PRETA-PARDA;SUPERIOR_INCOMPLETO;PE;NAO;DE 20 A 49;Serviços;44;1162,24;NAO
FEMININO;26;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 5 A 9;Comércio;44;1581,64;NAO
MASCULINO;22;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 20 A 49;Comércio;44;998;NAO
MASCULINO;28;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 500 A 999;Indústria;36;4491,14;SIM
MASCULINO;37;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 100 A 249;Construçao civil;44;1399,55;NAO
FEMININO;27;PRETA-PARDA;SUPERIOR_COMPLETO;PI;NAO;DE 5 A 9;Serviços;20;1057,58;NAO
MASCULINO;19;SEM INFO;MEDIO COMPLETO;BA;NAO;ATE 4;Agricultura;44;998;NAO
MASCULINO;26;AMARELA-BRANCA;MEDIO COMPLETO;PE;NAO;DE 500 A 999;Serviços;44;1609,08;SIM
MASCULINO;27;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;1000 OU MAIS;Serviços;44;1462,64;NAO
MASCULINO;31;AMARELA-BRANCA;FUND_COMPLETO-MEDIO_INCOMPLETO;BA;NAO;DE 250 A 499;Indústria;44;1828,58;NAO
FEMININO;35;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 500 A 999;Serviços;36;2051,78;SIM
MASCULINO;57;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;CE;NAO;DE 100 A 249;Serviços;44;1049,34;NAO
FEMININO;26;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;ATE 4;Comércio;44;1548,73;SIM
FEMININO;29;PRETA-PARDA;SUPERIOR_COMPLETO;AL;SIM;DE 100 A 249;Serviços;36;1888,79;SIM
MASCULINO;36;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;1000 OU MAIS;Serviços;36;1517,37;SIM
FEMININO;23;AMARELA-BRANCA;SUPERIOR_COMPLETO;PE;NAO;DE 20 A 49;Serviços;44;1075,97;NAO
FEMININO;36;SEM INFO;MEDIO COMPLETO;SE;NAO;ATE 4;Indústria;22;657,63;NAO
MASCULINO;36;AMARELA-BRANCA;MEDIO COMPLETO;MA;NAO;DE 10 A 19;Serviços;44;1398,05;NAO
FEMININO;23;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 10 A 19;Comércio;44;1366,15;NAO
MASCULINO;34;PRETA-PARDA;MEDIO COMPLETO;RN;NAO;DE 250 A 499;Comércio;44;1463,79;SIM
MASCULINO;29;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 10 A 19;Serviços;44;1174,85;NAO
MASCULINO;26;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;CE;NAO;DE 20 A 49;Indústria;44;2049,02;SIM
FEMININO;24;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 20 A 49;Comércio;44;1163,35;NAO
MASCULINO;21;PRETA-PARDA;MEDIO COMPLETO;PI;NAO;1000 OU MAIS;Serviços;36;1369,11;NAO
MASCULINO;46;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;DE 50 A 99;Serviços;40;1479,41;NAO
FEMININO;32;AMARELA-BRANCA;SUPERIOR_COMPLETO;RN;NAO;DE 500 A 999;Serviços;8;1159,82;NAO
FEMININO;23;PRETA-PARDA;SUPERIOR_COMPLETO;PE;NAO;ATE 4;Comércio;44;1080;NAO
FEMININO;37;SEM INFO;SUPERIOR_COMPLETO;CE;NAO;DE 500 A 999;Serviços;4;3573,1;SIM
FEMININO;46;SEM INFO;MEDIO COMPLETO;BA;NAO;1000 OU MAIS;Comércio;32;1059,27;NAO
FEMININO;38;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 20 A 49;Comércio;44;1744,82;SIM
MASCULINO;33;PRETA-PARDA;MEDIO COMPLETO;PB;NAO;DE 50 A 99;Serviços;44;1838,77;SIM
FEMININO;21;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 50 A 99;Serviços;44;1011,26;NAO
MASCULINO;31;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;RN;NAO;DE 100 A 249;Serviços;44;1115,59;NAO
FEMININO;25;SEM INFO;MEDIO COMPLETO;BA;NAO;ATE 4;Comércio;44;997,99;NAO
FEMININO;32;PRETA-PARDA;SUPERIOR_COMPLETO;CE;NAO;DE 20 A 49;Comércio;44;2131,54;SIM
FEMININO;23;SEM INFO;MEDIO COMPLETO;PE;NAO;ATE 4;Indústria;44;1071,14;NAO
MASCULINO;24;PRETA-PARDA;SUPERIOR_COMPLETO;PE;NAO;DE 500 A 999;Serviços;0;1405,91;NAO
FEMININO;27;PRETA-PARDA;SUPERIOR_COMPLETO;CE;NAO;DE 20 A 49;Indústria;44;1008;NAO
MASCULINO;26;PRETA-PARDA;MEDIO COMPLETO;AL;NAO;DE 10 A 19;Comércio;44;997,99;NAO
MASCULINO;20;AMARELA-BRANCA;MEDIO COMPLETO;PE;NAO;ATE 4;Comércio;44;1056,02;NAO
FEMININO;24;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;1000 OU MAIS;Serviços;44;1953,28;SIM
FEMININO;25;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 10 A 19;Serviços;44;1661,27;SIM
MASCULINO;37;AMARELA-BRANCA;MEDIO COMPLETO;PE;NAO;DE 20 A 49;Comércio;44;1284,49;NAO
MASCULINO;36;PRETA-PARDA;MEDIO COMPLETO;RN;NAO;DE 50 A 99;Comércio;22;567,6;NAO
FEMININO;24;AMARELA-BRANCA;MEDIO COMPLETO;PI;NAO;1000 OU MAIS;Serviços;36;1107,2;NAO
FEMININO;19;AMARELA-BRANCA;MEDIO COMPLETO;SE;NAO;ATE 4;Comércio;36;523,18;NAO
MASCULINO;34;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;CE;NAO;DE 250 A 499;Construçao civil;44;2932,42;SIM
MASCULINO;45;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;1000 OU MAIS;Serviços;44;1130,55;NAO
FEMININO;28;PRETA-PARDA;SUPERIOR_COMPLETO;PE;NAO;DE 10 A 19;Comércio;44;1631;NAO
MASCULINO;56;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 5 A 9;Serviços;44;1148,05;NAO
FEMININO;52;SEM INFO;SUPERIOR_COMPLETO;BA;NAO;ATE 4;Serviços;44;4608,39;SIM
FEMININO;27;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;DE 250 A 499;Serviços;20;4948,99;NAO
MASCULINO;20;PRETA-PARDA;SUPERIOR_COMPLETO;SE;NAO;DE 5 A 9;Comércio;44;1512,25;SIM
MASCULINO;30;SEM INFO;MEDIO COMPLETO;PE;NAO;ATE 4;Comércio;44;1400;NAO
MASCULINO;24;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 10 A 19;Comércio;44;2485,06;NAO
MASCULINO;30;SEM INFO;FUND_COMPLETO-MEDIO_INCOMPLETO;BA;NAO;DE 10 A 19;Serviços;44;1200;NAO
FEMININO;44;AMARELA-BRANCA;MEDIO COMPLETO;MA;NAO;DE 5 A 9;Serviços;44;998;NAO
FEMININO;35;AMARELA-BRANCA;SUPERIOR_COMPLETO;SE;NAO;DE 20 A 49;Serviços;44;1491,09;SIM
FEMININO;28;AMARELA-BRANCA;MEDIO COMPLETO;AL;NAO;ATE 4;Construçao civil;44;997,98;NAO
MASCULINO;22;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 20 A 49;Comércio;44;1111,14;NAO
MASCULINO;21;PRETA-PARDA;MEDIO COMPLETO;PI;NAO;DE 50 A 99;Comércio;44;1715,12;SIM
FEMININO;51;PRETA-PARDA;MEDIO COMPLETO;RN;NAO;ATE 4;Comércio;14;857,13;SIM
MASCULINO;40;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;1000 OU MAIS;Serviços;16;572,74;NAO
FEMININO;39;AMARELA-BRANCA;FUND_COMPLETO-MEDIO_INCOMPLETO;PE;NAO;DE 5 A 9;Serviços;44;1166,11;NAO
MASCULINO;22;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;PB;NAO;DE 20 A 49;Indústria;44;1041,36;NAO
MASCULINO;47;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;MA;NAO;DE 20 A 49;Serviços;44;4097,27;SIM
MASCULINO;36;SEM INFO;MEDIO COMPLETO;PE;NAO;ATE 4;Comércio;44;1115,04;NAO
MASCULINO;40;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 20 A 49;Serviços;44;2068,4;SIM
MASCULINO;33;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 10 A 19;Agricultura;44;1833,06;NAO
MASCULINO;29;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 20 A 49;Serviços;44;2769,39;NAO
FEMININO;29;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;DE 10 A 19;Serviços;44;2061,2;NAO
FEMININO;48;PRETA-PARDA;SUPERIOR_INCOMPLETO;PI;NAO;DE 50 A 99;Serviços;44;2741,32;SIM
MASCULINO;35;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;1000 OU MAIS;Administraçao pública;30;4836,98;SIM
FEMININO;20;AMARELA-BRANCA;SUPERIOR_INCOMPLETO;PE;NAO;DE 250 A 499;Serviços;36;1001,57;NAO
FEMININO;26;AMARELA-BRANCA;MEDIO COMPLETO;CE;NAO;DE 100 A 249;Comércio;44;1675,25;SIM
MASCULINO;29;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 10 A 19;Serviços;44;1375,68;NAO
FEMININO;44;PRETA-PARDA;SUPERIOR_COMPLETO;CE;NAO;1000 OU MAIS;Serviços;40;1611,56;SIM
MASCULINO;28;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 50 A 99;Serviços;40;3144,31;SIM
FEMININO;23;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 100 A 249;Comércio;44;1231;NAO
MASCULINO;23;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;PI;NAO;1000 OU MAIS;Serviços;44;1709,17;SIM
FEMININO;32;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;ATE 4;Comércio;44;1914,57;SIM
FEMININO;31;SEM INFO;MEDIO COMPLETO;PE;NAO;DE 10 A 19;Comércio;44;2973,62;NAO
FEMININO;21;AMARELA-BRANCA;MEDIO COMPLETO;BA;NAO;DE 20 A 49;Serviços;44;1027,3;NAO
FEMININO;32;PRETA-PARDA;SUPERIOR_COMPLETO;AL;NAO;ATE 4;Serviços;44;2191,91;SIM
FEMININO;38;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 500 A 999;Serviços;44;1666,95;NAO
FEMININO;50;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;AL;NAO;DE 10 A 19;Serviços;44;1036,99;NAO
FEMININO;28;SEM INFO;MEDIO COMPLETO;PE;NAO;DE 5 A 9;Serviços;44;1646,21;NAO
MASCULINO;20;AMARELA-BRANCA;FUND_COMPLETO-MEDIO_INCOMPLETO;PE;NAO;DE 50 A 99;Serviços;44;797,09;NAO
MASCULINO;29;AMARELA-BRANCA;SUPERIOR_COMPLETO;CE;NAO;DE 100 A 249;Serviços;25;945,69;NAO
MASCULINO;24;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;CE;NAO;DE 20 A 49;Indústria;44;1058,85;NAO
FEMININO;26;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 50 A 99;Comércio;44;1559,63;SIM
FEMININO;27;SEM INFO;MEDIO COMPLETO;CE;NAO;DE 50 A 99;Serviços;24;810;NAO
FEMININO;31;AMARELA-BRANCA;SUPERIOR_COMPLETO;BA;NAO;DE 250 A 499;Serviços;22;1127,77;SIM
MASCULINO;44;AMARELA-BRANCA;FUND_COMPLETO-MEDIO_INCOMPLETO;PI;NAO;DE 5 A 9;Serviços;44;1099,39;NAO
MASCULINO;28;AMARELA-BRANCA;MEDIO COMPLETO;BA;NAO;ATE 4;Serviços;44;1636,46;NAO
MASCULINO;53;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 20 A 49;Agricultura;44;1769,6;NAO
MASCULINO;39;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 50 A 99;Serviços;44;2032,03;NAO
FEMININO;30;SEM INFO;MEDIO COMPLETO;AL;SIM;1000 OU MAIS;Indústria;30;2175,71;SIM
MASCULINO;32;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;PB;NAO;DE 20 A 49;Construçao civil;44;2064,02;SIM
FEMININO;30;PRETA-PARDA;SUPERIOR_COMPLETO;PE;NAO;1000 OU MAIS;Serviços;30;970,28;NAO
FEMININO;22;PRETA-PARDA;SUPERIOR_INCOMPLETO;PE;NAO;DE 5 A 9;Indústria;44;1523,34;SIM
FEMININO;47;PRETA-PARDA;MEDIO COMPLETO;RN;NAO;DE 5 A 9;Serviços;44;1531,04;SIM
MASCULINO;28;PRETA-PARDA;SUPERIOR_COMPLETO;CE;NAO;DE 500 A 999;Indústria;43;4772,48;SIM
FEMININO;24;AMARELA-BRANCA;MEDIO COMPLETO;PB;NAO;DE 250 A 499;Serviços;36;1869,58;SIM
FEMININO;38;SEM INFO;MEDIO COMPLETO;RN;NAO;DE 50 A 99;Comércio;44;1544,54;SIM
FEMININO;51;PRETA-PARDA;SUPERIOR_COMPLETO;PE;NAO;DE 100 A 249;Comércio;44;1480,18;NAO
MASCULINO;37;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 5 A 9;Comércio;44;1349,23;NAO
MASCULINO;23;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;CE;SIM;1000 OU MAIS;Indústria;44;1493,07;SIM
FEMININO;38;SEM INFO;SUPERIOR_COMPLETO;RN;NAO;DE 50 A 99;Serviços;44;1895,39;NAO
MASCULINO;22;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;1000 OU MAIS;Indústria;40;1059,89;NAO
MASCULINO;30;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;PI;NAO;DE 20 A 49;Indústria;44;1787,07;NAO
FEMININO;26;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;ATE 4;Serviços;44;1009,4;NAO
FEMININO;31;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;1000 OU MAIS;Serviços;36;1699,5;SIM
MASCULINO;30;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;ATE 4;Serviços;44;1297,4;NAO
MASCULINO;22;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;DE 20 A 49;Serviços;40;1093,33;NAO
MASCULINO;19;SEM INFO;MEDIO COMPLETO;SE;NAO;DE 100 A 249;Serviços;1;473,1;NAO
FEMININO;40;PRETA-PARDA;SUPERIOR_COMPLETO;CE;NAO;DE 20 A 49;Indústria;44;3729,2;SIM
FEMININO;43;SEM INFO;SUPERIOR_COMPLETO;PE;NAO;1000 OU MAIS;Serviços;44;2806,88;NAO
MASCULINO;32;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;CE;NAO;DE 10 A 19;Construçao civil;44;2126,87;NAO
FEMININO;22;AMARELA-BRANCA;MEDIO COMPLETO;SE;SIM;DE 20 A 49;Comércio;44;1122,92;NAO
FEMININO;30;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;ATE 4;Comércio;44;1067,34;NAO
MASCULINO;31;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;1000 OU MAIS;Serviços;36;1056,83;NAO
MASCULINO;35;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;ATE 4;Serviços;44;2204,62;NAO
FEMININO;25;PRETA-PARDA;SUPERIOR_COMPLETO;CE;NAO;DE 20 A 49;Serviços;20;1439,62;SIM
MASCULINO;70;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;PI;NAO;DE 20 A 49;Indústria;44;1725,47;SIM
MASCULINO;38;PRETA-PARDA;MEDIO COMPLETO;PI;NAO;DE 250 A 499;Comércio;44;1417,21;NAO
MASCULINO;37;AMARELA-BRANCA;SUPERIOR_COMPLETO;PE;NAO;DE 20 A 49;Comércio;44;2168,4;NAO
FEMININO;41;PRETA-PARDA;SUPERIOR_COMPLETO;PE;NAO;DE 500 A 999;Serviços;42;1344,82;NAO
FEMININO;21;PRETA-PARDA;SUPERIOR_INCOMPLETO;AL;NAO;1000 OU MAIS;Serviços;36;970,22;NAO
MASCULINO;32;SEM INFO;FUND_COMPLETO-MEDIO_INCOMPLETO;CE;NAO;DE 20 A 49;Comércio;44;989,38;NAO
FEMININO;44;PRETA-PARDA;SUPERIOR_COMPLETO;CE;SIM;1000 OU MAIS;Serviços;40;2146,19;SIM
MASCULINO;25;PRETA-PARDA;MEDIO COMPLETO;PI;NAO;ATE 4;Serviços;44;1446,89;SIM
MASCULINO;21;SEM INFO;MEDIO COMPLETO;BA;NAO;ATE 4;Comércio;44;1490,48;NAO
MASCULINO;48;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 5 A 9;Comércio;44;2118,32;NAO
MASCULINO;37;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 10 A 19;Serviços;44;727,95;NAO
MASCULINO;23;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;ATE 4;Comércio;44;951,88;NAO
MASCULINO;19;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;CE;NAO;1000 OU MAIS;Agricultura;44;1195,22;NAO
FEMININO;35;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 10 A 19;Serviços;44;1285,71;NAO
MASCULINO;23;PRETA-PARDA;MEDIO COMPLETO;PI;NAO;1000 OU MAIS;Serviços;36;798,69;NAO
FEMININO;26;PRETA-PARDA;SUPERIOR_COMPLETO;PE;NAO;DE 500 A 999;Serviços;0;1507,52;NAO
FEMININO;39;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;BA;NAO;ATE 4;Comércio;44;484,05;NAO
MASCULINO;52;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;BA;NAO;ATE 4;Serviços;44;1162,59;NAO
MASCULINO;37;SEM INFO;SUPERIOR_COMPLETO;BA;NAO;DE 50 A 99;Serviços;44;4183,29;NAO
MASCULINO;32;AMARELA-BRANCA;MEDIO COMPLETO;MA;NAO;ATE 4;Construçao civil;44;2545,52;SIM
MASCULINO;22;PRETA-PARDA;MEDIO COMPLETO;MA;NAO;ATE 4;Indústria;44;1685,86;SIM
FEMININO;51;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 20 A 49;Serviços;44;1018;NAO
MASCULINO;26;PRETA-PARDA;MEDIO COMPLETO;RN;NAO;1000 OU MAIS;Serviços;0;1103,8;NAO
FEMININO;26;AMARELA-BRANCA;SUPERIOR_COMPLETO;PI;NAO;1000 OU MAIS;Serviços;36;5556,28;SIM
MASCULINO;19;SEM INFO;MEDIO COMPLETO;PE;NAO;DE 20 A 49;Comércio;44;1453,57;SIM
FEMININO;28;AMARELA-BRANCA;MEDIO COMPLETO;PE;NAO;DE 5 A 9;Serviços;44;1581,02;SIM
FEMININO;41;PRETA-PARDA;SUPERIOR_COMPLETO;BA;SIM;1000 OU MAIS;Administraçao pública;40;2480,32;SIM
FEMININO;35;PRETA-PARDA;SUPERIOR_INCOMPLETO;PI;NAO;DE 5 A 9;Serviços;44;2033,8;NAO
MASCULINO;18;SEM INFO;FUND_COMPLETO-MEDIO_INCOMPLETO;BA;NAO;DE 100 A 249;Agricultura;44;1057,29;NAO
FEMININO;44;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;CE;NAO;DE 500 A 999;Serviços;44;1512,56;SIM
FEMININO;45;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;PE;NAO;DE 500 A 999;Serviços;40;1017,95;NAO
MASCULINO;38;AMARELA-BRANCA;MEDIO COMPLETO;BA;NAO;DE 20 A 49;Serviços;44;2483,13;NAO
FEMININO;22;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;ATE 4;Serviços;44;1149,17;NAO
FEMININO;44;PRETA-PARDA;SUPERIOR_COMPLETO;MA;NAO;DE 50 A 99;Serviços;44;2357,5;NAO
FEMININO;43;AMARELA-BRANCA;SUPERIOR_COMPLETO;RN;NAO;DE 100 A 249;Serviços;40;3200,65;SIM
FEMININO;38;PRETA-PARDA;MEDIO COMPLETO;PE;SIM;1000 OU MAIS;Serviços;44;1905,54;SIM
FEMININO;27;AMARELA-BRANCA;MEDIO COMPLETO;RN;NAO;DE 250 A 499;Serviços;36;1779,23;SIM
MASCULINO;50;SEM INFO;ANALFABETO-FUND_INCOMPLETO;BA;NAO;DE 50 A 99;Serviços;44;1071;NAO
FEMININO;35;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;1000 OU MAIS;Serviços;44;1927,27;SIM
MASCULINO;55;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;AL;NAO;1000 OU MAIS;Indústria;44;371,95;NAO
MASCULINO;22;PRETA-PARDA;MEDIO COMPLETO;SE;NAO;DE 10 A 19;Comércio;44;1428,22;NAO
FEMININO;32;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 100 A 249;Serviços;44;1044,71;NAO
MASCULINO;52;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;SE;NAO;DE 100 A 249;Indústria;44;1109,73;NAO
MASCULINO;28;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 5 A 9;Serviços;44;1756,84;SIM
FEMININO;29;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;1000 OU MAIS;Serviços;36;1568,91;SIM
MASCULINO;33;AMARELA-BRANCA;MEDIO COMPLETO;BA;NAO;ATE 4;Agricultura;44;3709,51;NAO
FEMININO;35;AMARELA-BRANCA;FUND_COMPLETO-MEDIO_INCOMPLETO;BA;NAO;DE 20 A 49;Serviços;44;1146,96;NAO
FEMININO;20;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 50 A 99;Serviços;44;1156,1;NAO
MASCULINO;58;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;1000 OU MAIS;Serviços;42;1962,79;SIM
FEMININO;25;PRETA-PARDA;SUPERIOR_COMPLETO;PE;NAO;DE 500 A 999;Serviços;44;1300;NAO
MASCULINO;62;SEM INFO;SUPERIOR_COMPLETO;BA;NAO;ATE 4;Comércio;44;1700;NAO
MASCULINO;22;AMARELA-BRANCA;MEDIO COMPLETO;MA;NAO;DE 20 A 49;Serviços;44;970,64;NAO
FEMININO;21;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;1000 OU MAIS;Serviços;36;1618,39;SIM
FEMININO;29;PRETA-PARDA;SUPERIOR_INCOMPLETO;CE;NAO;1000 OU MAIS;Serviços;44;1781,59;SIM
MASCULINO;28;SEM INFO;SUPERIOR_COMPLETO;BA;NAO;DE 20 A 49;Serviços;40;3527,72;NAO
MASCULINO;33;AMARELA-BRANCA;SUPERIOR_COMPLETO;CE;NAO;DE 100 A 249;Serviços;40;1210;NAO
FEMININO;21;AMARELA-BRANCA;FUND_COMPLETO-MEDIO_INCOMPLETO;CE;NAO;DE 20 A 49;Comércio;44;1623,26;SIM
MASCULINO;42;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;ATE 4;Serviços;44;1000,86;NAO
MASCULINO;26;SEM INFO;SUPERIOR_COMPLETO;CE;NAO;DE 20 A 49;Comércio;44;2865,96;NAO
MASCULINO;21;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 5 A 9;Comércio;44;1494,49;NAO
